Title,Authors,DOI,DOI link,Venue,Citation count,Year
Systematic Review of Computer Vision Semantic Analysis in Socially Assistive Robotics,"Antonio Lundgren, Matheus Albert Oliveira dos Santos, B. Bezerra, C. Bastos-Filho",10.3390/ai3010014,https://doi.org/10.3390/ai3010014,Applied Informatics,11,2022
"A review on method entities in the academic literature: extraction, evaluation, and application","Yuzhuo Wang, Chengzhi Zhang, Kai Li",10.1007/s11192-022-04332-7,https://doi.org/10.1007/s11192-022-04332-7,Scientometrics,19,2022
Deep learning for 5G and 6G,"S. Ardabili, Amir H. Mosavi, I. Felde",10.1109/SACI58269.2023.10158628,https://doi.org/10.1109/SACI58269.2023.10158628,International Symposium on Applied Computational Intelligence and Informatics,3,2023
Multimodal approaches and AI-driven innovations in dementia diagnosis: a systematic review,"R. Wahul, Sarita Ambadekar, Deepesh M. Dhanvijay, M. Dhanvijay, M. A. Dudhedia, Varsha P. Gaikwad, Bhavana Kanawade, J. R. Pansare, Balaji Bodkhe, S. H. Gawande",10.1007/s44163-025-00358-x,https://doi.org/10.1007/s44163-025-00358-x,Discover Artificial Intelligence,2,2025
Knowledge Tracing: A Review of Available Technologies,"Miao Dai, Jui-Long Hung, Xu Du, Hengtao Tang, Hao Li",10.18785/jetde.1402.01,https://doi.org/10.18785/jetde.1402.01,Journal of Educational Technology Development and Exchange,8,2021
Total Recall via Keyqueries: A Case Study for Systematic Reviews,Paul Alexander,-,-,-,0,2021
The Machine Learning Techniques for Enhancing Software Requirement Specification: Literature Review,V. Liubchenko,10.1109/IDAACS58523.2023.10348647,https://doi.org/10.1109/IDAACS58523.2023.10348647,International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications,3,2023
Leveraging Advanced Technologies for (Smart) Transportation Planning: A Systematic Review,"Heejoo Son, J. Jang, Jihan Park, Akos Balog, Patrick Ballantyne, Heeseo Rain Kwon, Alex Singleton, Jinuk Hwang",10.3390/su17052245,https://doi.org/10.3390/su17052245,Sustainability,7,2025
Artificial Intelligence Technology for Path Planning of Automated Earthwork Machinery,"Cheng Zhou, Yuxiang Wang, Rao Li, Tao Guan, Zhenyuan Liu, Gang Peng, Ke You",10.1002/rob.22479,https://doi.org/10.1002/rob.22479,Journal of Field Robotics,5,2024
Systematic analysis of deep semantic segmentation architecture PSPNet on land cover ISPRS Vinhingen dataset,E. Kattan,-,-,-,0,2020
Expert Finding Systems: A Systematic Review,"Omayma Husain, N. Salim, R. A. Alias, Samah Abdelsalam, Alzubair Hassan",10.3390/app9204250,https://doi.org/10.3390/app9204250,Applied Sciences,39,2019
Advances and key techniques of round inductosyn: a systematic review,"Haiyan Du, Zhongwen Wang, Chengjun Liu, Jianfei Sun",10.1108/sr-04-2025-0219,https://doi.org/10.1108/sr-04-2025-0219,Sensor Review,0,2025
The Progress and Trend of UAV Power Line Inspection: A Bibliometrics-based Visualization Analysis,"Bin Meng, Na Lu, Qingqi Wang, Chen Lin",10.2174/0123520965307948240604074250,https://doi.org/10.2174/0123520965307948240604074250,Recent Advances in Electrical &amp; Electronic Engineering (Formerly Recent Patents on Electrical &amp; Electronic Engineering),0,2024
Analisis Tantangan dan Performa Algoritma Deep Learning Dalam Prediksi Readmisi Pasien: Tinjauan Literatur Sistematis,"Miftahus Surur, Imam Tahyudin, Dhanar Intan, S. Saputra, Agi Nanjar",-,-,-,0,-
Analyzing sentiment and its application in deep learning: Consistent behavior across multiple occasions,Yanxiong Xiang,10.54254/2755-2721/33/20230226,https://doi.org/10.54254/2755-2721/33/20230226,Applied and Computational Engineering,0,2024
A Systematic Review of Distributed Deep Learning Frameworks for Big Data,"Francesco Berloco, Vitoantonio Bevilacqua, S. Colucci",10.1007/978-3-031-13832-4_21,https://doi.org/10.1007/978-3-031-13832-4_21,International Conference on Intelligent Computing,3,2022
Review of automatic text summarization techniques & methods,"Adhika Pramita Widyassari, Supriadi Rustad, G. F. Shidik, E. Noersasongko, A. Syukur, Affandy Affandy, D. Setiadi",10.1016/j.jksuci.2020.05.006,https://doi.org/10.1016/j.jksuci.2020.05.006,Journal of King Saud University: Computer and Information Sciences,274,2020
Roles and Research Trends of Artificial Intelligence in Mathematics Education,"Rachna Kaushik, Mamta Parmar, Shelja Jhamb",10.1109/ICCMST54943.2021.00050,https://doi.org/10.1109/ICCMST54943.2021.00050,2021 2nd International Conference on Computational Methods in Science & Technology (ICCMST),8,2021
Application of Machine Learning in Learning Problems and Disorders: A Systematic Review,"Mario Aquino Cruz, Oscar Alcides Choquehuallpa Hurtado, Esther Calatayud Madariaga",10.14569/ijacsa.2023.0141245,https://doi.org/10.14569/ijacsa.2023.0141245,International Journal of Advanced Computer Science and Applications,1,2023
A review of deep learning based agricultural remote sensing image segmentation,"Qinghua Ren, Yanlin Wu, Qingshuai Zeng, Ning Yang",10.4081/jae.2025.1954,https://doi.org/10.4081/jae.2025.1954,Journal of Agricultural Engineering,0,2025
A systematic review of deep learning-based segmentation techniques for brain tumor detection (2013–2023),"Farrukh Hassan, Saad Aslam, S. M. Ajibade, Jaehyuk Cho, Sathishkumar Veerappampalayam Easwaramoorthy",10.1177/20552076251380645,https://doi.org/10.1177/20552076251380645,Digital Health,0,2025
"""Open Innovation: Content, Impact and Future Research Directions""","Krithika Randhawa, Ralf Wilden, Jan Hohberger",10.5465/AMBPP.2014.13088ABSTRACT,https://doi.org/10.5465/AMBPP.2014.13088ABSTRACT,-,2,2014
Integrating Artificial Intelligence and BIM in Construction: Systematic Review and Quantitative Comparative Analysis,"Reinaldo Valdebenito, Eric Forcael",10.3390/app152312470,https://doi.org/10.3390/app152312470,Applied Sciences,0,2025
Towards semantic-driven boolean query formalization for biomedical systematic literature reviews,"Mohammadreza Pourreza, F. Ensan",10.1016/j.ijmedinf.2022.104928,https://doi.org/10.1016/j.ijmedinf.2022.104928,Int. J. Medical Informatics,5,2022
"Digital Twin: A Literature Review of Concepts, Technologies, and Applications","Weijie Yu, Guangyu Liu, Ling Zhu, Wujia Yu",10.1109/ACCESS.2025.3624583,https://doi.org/10.1109/ACCESS.2025.3624583,IEEE Access,0,2025
Exploring the Integration of Artificial Intelligence and IoT in Smart Farming: A Systematic Review,"Aswin Rosadi, M. Hadi",10.21070/joincs.v8i1.1668,https://doi.org/10.21070/joincs.v8i1.1668,JOINCS (Journal of Informatics Network and Computer Science),0,2025
Research Advances in the Design and Control Technologies of Electric Spindle Motors for CNC Machine Tools,"Jinhua Liang, Haiping Xu, Feifei Chen, Wei Liu, Peng Zhou",10.3390/en18236243,https://doi.org/10.3390/en18236243,Energies,0,2025
Matching Medical Images with Deep Learning Networks: A Survey,"Ikhlas Watan Ghindawi, L. M. Kadhim",10.31695/ijerat.2025.3.1,https://doi.org/10.31695/ijerat.2025.3.1,International Journal of Engineering Research and Advanced Technology,0,2025
Big data management algorithms in artificial Internet of Things-based fintech,"Mihai Andronie, Mariana Iatagan, Cristian Uță, Iulian-Ion Hurloiu, Adrian Dijmărescu, Irina Dijmărescu",10.24136/oc.2023.023,https://doi.org/10.24136/oc.2023.023,Oeconomia Copernicana,59,2023
The Applications of Generative Adversarial Networks in Architecture Design: A Systematic Review,"Yang Xu, Qingnan Li, Xianmeng Zhao, Dake Liu, Nanqiao Shi",10.59528/ms.jdssi2024.0130a14,https://doi.org/10.59528/ms.jdssi2024.0130a14,Journal of Design Service and Social Innovation,1,2024
A Systematic Review on Automatic Insect Detection Using Deep Learning,"A. Teixeira, José Ribeiro, R. Morais, J. Sousa, António Cunha",10.3390/agriculture13030713,https://doi.org/10.3390/agriculture13030713,Agriculture,76,2023
Systematic Review on Identification and Prediction of Deep Learning-Based Cyber Security Technology and Convergence Fields,"Seung-Yeon Hwang, Dong-Jin Shin, Jeong-Joon Kim",10.3390/sym14040683,https://doi.org/10.3390/sym14040683,Symmetry,12,2022
"A systematic review of the literature on intellectual capital management, technology and innovation",Elena-Raluca Dinu,10.26552/ems.2022.1.58-75,https://doi.org/10.26552/ems.2022.1.58-75,Ekonomicko-manazerske spektrum,4,2022
A Review on “Integration of Building Information Modeling [BIM]”,"Arbaz Lone, Shilpa Chauhan",10.36948/ijfmr.2025.v07i05.58285,https://doi.org/10.36948/ijfmr.2025.v07i05.58285,International Journal For Multidisciplinary Research,0,2025
A Systematic Review of Intelligent Systems: Enhancing Education and Career Development through Personalized Learning and Automated Assessment,"Prof. Pramod Aswale, Vedant Manoj Chaudhari, Sameer Jitendra Patil, Tejas Jagganath Shinde, Siddharth Sagarkumar Roy",10.65521/ijacect.v14i1.756,https://doi.org/10.65521/ijacect.v14i1.756,International Journal on Advanced Computer Engineering and Communication Technology,0,2025
Harnessing precision and innovation: A systematic review of precision livestock farming and IoT technologies in the Philippines,"A. Taer, E. Taer",10.4038/cjs.v54i1.8405,https://doi.org/10.4038/cjs.v54i1.8405,Ceylon Journal of Science,2,2025
"A Survey on UAV Applications in Smart City Management: Challenges, Advances, and Opportunities","Haoran Xu, Lizhe Wang, Wei Han, Yixin Yang, Jiabao Li, Yue Lu, Jun Yu Li",10.1109/JSTARS.2023.3317500,https://doi.org/10.1109/JSTARS.2023.3317500,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,31,2023
"Digital Revolution in Medical Pathology: Integrating Ai, Genomics, and Molecular Imaging","Adeyemi Sarah Halleluyah, Sodiq Balogun, Abraham Chibuikem Ikeji, B. E. Shasere, Omeshamisu Anigala",10.54536/ajmsi.v4i2.5281,https://doi.org/10.54536/ajmsi.v4i2.5281,American Journal of Medical Science and Innovation,0,2025
Recommendation Systems: A Systematic Review,Mihai Rotaru,10.7176/ceis/13-4-04,https://doi.org/10.7176/ceis/13-4-04,Computer Engineering and Intelligent Systems,0,2022
Research issues of the top 100 cited articles on information literacy in higher education published from 2011 to 2020: A systematic review and co-citation network analysis,"C. Chen, Ningning Wang, Kai-Yu Tang, Y. Tu",10.14742/ajet.7695,https://doi.org/10.14742/ajet.7695,Australasian Journal of Educational Technology,13,2022
Integrating Advanced Sensor Fusion with User-Centered Design and Rapid Prototyping in Robotics: A Comprehensive Review,Parth Chandak,10.55041/isjem01295,https://doi.org/10.55041/isjem01295,International Scientific Journal of Engineering and Management,0,2023
ARTIFICIAL INTELLIGENCE (AI) AS SUSTAINABLE SOLUTION FOR THE AGRICULTURE SECTOR: FINDINGS FROM DEVELOPING ECONOMIES,"Omer Younas, Muhammad Zeb, Khan, Ismail Khan",-,-,-,4,2020
A Review of Extreme Ultraviolet Lithography and Its Future Development Trends,Jinhui Lai,10.56028/aetr.14.1.1608.2025,https://doi.org/10.56028/aetr.14.1.1608.2025,Advances in Engineering Technology Research,0,2025
Outdoor Thermal Comfort Research and Its Implications for Landscape Architecture: A Systematic Review,"Tingfeng Liu, Yaolong Wang, Longhao Zhang, Ninghan Xu, Fengliang Tang",10.3390/su17052330,https://doi.org/10.3390/su17052330,Sustainability,11,2025
The Application of Deep Learning for Lymph Node Segmentation: A Systematic Review,"Jingguo Qu, Xinyang Han, Man-Lik Chui, Yao Pu, Simon Takadiyi Gunda, Ziman Chen, Jing Qin, Ann Dorothy King, W. C. Chu, Jing Cai, M. T. Ying",10.1109/ACCESS.2025.3575454,https://doi.org/10.1109/ACCESS.2025.3575454,IEEE Access,2,2025
A Comprehensive and Systematic Review for Deep Learning-Based De Novo Peptide Sequencing,"Jun Xia, Jingbo Zhou, Shaorong Chen, Tianze Ling, Stan Z. Li",10.24963/ijcai.2024/1191,https://doi.org/10.24963/ijcai.2024/1191,International Joint Conference on Artificial Intelligence,0,2024
Evolution of Deep Learning Approaches in UAV-Based Crop Leaf Disease Detection: A Web of Science Review,"Dorijan Radočaj, Petra Radocaj, I. Plaščak, M. Jurišić",10.3390/app151910778,https://doi.org/10.3390/app151910778,Applied Sciences,0,2025
The Emergence of Deepfakes and its Societal Implications: A Systematic Review,"Dilrukshi Gamage, K. Sasahara, Jiayu Chen",-,-,Conference for Truth and Trust Online,18,2021
Robust Face Recognition Under Challenging Conditions: A Comprehensive Review of Deep Learning Methods and Challenges,"Aidana Zhalgas, B. Amirgaliyev, Adil Sovet",10.3390/app15179390,https://doi.org/10.3390/app15179390,Applied Sciences,0,2025
"The Role of AI, Machine Learning, and Big Data in Digital Twinning: A Systematic Literature Review, Challenges, and Opportunities","M. M. Rathore, Syed Attique Shah, Dhirendra Shukla, Elmahdi Bentafat, S. Bakiras",10.1109/ACCESS.2021.3060863,https://doi.org/10.1109/ACCESS.2021.3060863,IEEE Access,346,2021
Automatic Classification of Cardiac Arrhythmias Using Deep Learning Techniques: A Systematic Review,"Fernando Vásquez-Iturralde, Marco Flores-Calero, Felipe Grijalva, Andrés Rosales-Acosta",10.1109/ACCESS.2024.3408282,https://doi.org/10.1109/ACCESS.2024.3408282,IEEE Access,8,2024
A Systematic Review on the Development of Speech Synthesis,Min Ding,10.1109/ICCCS57501.2023.10150729,https://doi.org/10.1109/ICCCS57501.2023.10150729,"International Conference on Communication, Computing & Security",4,2023
Enhancement in Context-Aware Recommender Systems – A Systematic Review,"Abinaya S, Ramya R",10.1109/ic-ETITE58242.2024.10493725,https://doi.org/10.1109/ic-ETITE58242.2024.10493725,2024 Second International Conference on Emerging Trends in Information Technology and Engineering (ICETITE),1,2024
Layered wise Security Challenges and Solution for IoT Architecture,"Menka Patel, Rajan Patel",10.52783/jisem.v10i46s.8787,https://doi.org/10.52783/jisem.v10i46s.8787,Journal of Information Systems Engineering & Management,0,2025
"Generative Artificial Intelligence and Large Language Models: A Systematic Review of Architectures, Applications, and Future Directions",Bogdan-Iulian Ciubotaru,10.1109/CSCS66924.2025.00063,https://doi.org/10.1109/CSCS66924.2025.00063,Computer Science in Cars Symposium,0,2025
Development of Ground Control Station for Unmanned Aerial Vehicles,Krithiga R S,10.69759/ijadr1101,https://doi.org/10.69759/ijadr1101,International Journal on Aerospace and Defence Research,0,2024
Review: Advanced Deep Learning Models for Real-World Plant Disease Detection and Classification,"Kunal K. Meshram, Sarika Khandelwal, Jyoti Kumre",10.1109/ICPCSN65854.2025.11035117,https://doi.org/10.1109/ICPCSN65854.2025.11035117,2025 5th International Conference on Pervasive Computing and Social Networking (ICPCSN),0,2025
Architectures and Optimization Strategies for Real-Time Machine Learning Recommendation Systems: A Systematic Review of Scalability Challenges,Mohit Bharti,10.32628/cseit25111258,https://doi.org/10.32628/cseit25111258,International Journal of Scientific Research in Computer Science Engineering and Information Technology,1,2025
"Large Scale Graph Matching(LSGM): Techniques, Tools, Applications and Challenges","Azka Mahmood, Hina Farooq, Javed Ferzund",10.14569/IJACSA.2017.080465,https://doi.org/10.14569/IJACSA.2017.080465,-,3,2017
Applications of deep learning into supply chain management: a systematic literature review and a framework for future research,"Fahimeh Hosseinnia Shavaki, Ali Ebrahimi Ghahnavieh",10.1007/s10462-022-10289-z,https://doi.org/10.1007/s10462-022-10289-z,Artificial Intelligence Review,39,2022
A systematic review of Hate Speech automatic detection using Natural Language Processing,"Md Saroar Jahan, M. Oussalah",10.1016/j.neucom.2023.126232,https://doi.org/10.1016/j.neucom.2023.126232,Neurocomputing,151,2021
A systematic review on diabetic retinopathy detection and classification based on deep learning techniques using fundus images,"Bhulakshmi Dasari, D. Rajput",10.7717/peerj-cs.1947,https://doi.org/10.7717/peerj-cs.1947,PeerJ Computer Science,28,2024
Application and theory gaps during the rise of Artificial Intelligence in Education,"Xieling Chen, Haoran Xie, D. Zou, Gwo-jen Hwang",10.1016/j.caeai.2020.100002,https://doi.org/10.1016/j.caeai.2020.100002,Computers and Education: Artificial Intelligence,662,2020
"A Systematic Review of Deep Learning Methods: Classification, Selection, and Scientific Understanding","Zein Samira, Denis Kisina, Yodit Wondaferew Weldegeorgise",-,-,-,0,-
Exploring the role of generative AI in academia: Opportunities and challenges,"Subhajit Panda, Navkirandeep Kaur",10.18231/j.ijlsit.2024.003,https://doi.org/10.18231/j.ijlsit.2024.003,IP Indian Journal of Library Science and Information Technology,12,2024
Synergy between Artificial Intelligence and Digital Transformation: A Systematic Review and Bibliometric Analysis,"Maryame Bijou, Asmaa Elmoutaouakkil",10.33422/armea.v2i1.698,https://doi.org/10.33422/armea.v2i1.698,"Proceedings of The International Conference on Advanced Research in Management, Economics and Accounting",0,2024
Artificial Intelligence for Software Architecture: Literature Review and the Road Ahead,"Alessio Bucaioni, M. Weyssow, Junda He, Yu-zeng Lyu, David Lo",10.48550/arXiv.2504.04334,https://doi.org/10.48550/arXiv.2504.04334,arXiv.org,0,2025
"VISUAL INSPECTION OF RAILWAY INFRASTRUCTURE BASED ON DEEP LEARNING: A SYSTEMATIC REVIEW OF METHODS, MODELS, AND IMPLEMENTATION CHALLENGES","Gulsipat Abisheva, Bibigul Razakhova, T. Aidynov, N. Goranin",10.52167/1609-1817-2025-139-4-412-426,https://doi.org/10.52167/1609-1817-2025-139-4-412-426,Вестник КазАТК,0,2025
Transformer-based Architecture for Assisting Title and Abstract Screening of a Systematic Review,"M. Canaparo, S.C. Todeschini, E. Ronchieri",10.1109/NSSMICRTSD49126.2023.10338654,https://doi.org/10.1109/NSSMICRTSD49126.2023.10338654,"2023 IEEE Nuclear Science Symposium, Medical Imaging Conference and International Symposium on Room-Temperature Semiconductor Detectors (NSS MIC RTSD)",0,2023
A synthesized framework for the formation of startups’ innovation ecosystem,"H. Ojaghi, M. Mohammadi, H. Yazdani",10.1108/jstpm-07-2018-0071,https://doi.org/10.1108/jstpm-07-2018-0071,Journal of Science and Technology Policy Management,38,2019
An Overview of Graph-Based Keyword Extraction Methods and Approaches,"Slobodan Beliga, A. Meštrović, Sanda Martinčić-Ipšić",-,-,-,189,2015
Transformers based Deep Learning in Recommendation Systems: A Comprehensive Review,"Sweety A. Saiyed, Pankaj Jain, Amit Kumar, M.Tech Student",-,-,-,0,-
